,carat,cut,color,clarity,depth,table,x,y,z,price
29257,0.43,Ideal,F,SI2,61.6,55.0,4.87,4.9,3.01,698
45327,0.32,Ideal,H,VS1,62.1,55.0,4.39,4.4,2.73,524
15851,1.04,Ideal,G,VS2,62.0,57.0,6.49,6.5,4.03,6342
10231,1.06,Ideal,I,SI1,61.9,54.0,6.56,6.59,4.07,4745
24280,1.58,Premium,F,SI1,61.4,61.0,7.48,7.45,4.58,12512
35229,0.34,Premium,E,VS2,62.7,56.0,4.51,4.48,2.82,893
15889,1.01,Premium,G,VS1,59.9,59.0,6.51,6.48,3.89,6353
33417,0.32,Very Good,H,VVS2,63.4,56.0,4.37,4.34,2.76,828
1073,0.31,Premium,H,SI1,61.7,59.0,4.39,4.36,2.7,558
27359,1.51,Premium,D,VS1,63.0,52.0,7.37,7.3,4.62,17936
24179,1.74,Ideal,D,SI2,64.5,56.0,7.56,7.54,4.87,12361
31498,0.34,Premium,G,VS2,61.2,58.0,4.5,4.46,2.74,765
47839,0.72,Very Good,I,SI2,63.4,56.0,5.67,5.72,3.61,1907
19527,1.02,Ideal,G,IF,62.5,57.0,6.37,6.44,4.0,8162
42744,0.51,Premium,E,SI1,61.8,58.0,5.11,5.15,3.17,1343
2237,0.8,Very Good,E,SI1,62.9,60.0,5.87,5.89,3.7,3146
14360,1.03,Premium,G,VS2,62.2,56.0,6.51,6.48,4.04,5814
36906,0.42,Ideal,G,VVS2,62.3,53.0,4.83,4.86,3.02,961
10541,1.01,Premium,G,SI1,62.7,59.0,6.41,6.35,4.0,4808
11540,1.54,Premium,J,SI1,61.1,58.0,7.48,7.41,4.55,5028
47476,0.61,Very Good,G,VS2,62.0,57.0,5.44,5.47,3.38,1861
5325,0.61,Good,F,SI2,62.5,65.0,5.36,5.29,3.33,3807
5253,0.59,Ideal,D,VVS1,62.3,54.0,5.36,5.39,3.35,3791
38573,0.4,Premium,H,VS1,62.6,58.0,4.71,4.68,2.94,1035
53160,0.72,Premium,E,VS2,60.4,59.0,5.74,5.78,3.48,2626
41527,0.42,Premium,G,VVS1,60.2,59.0,4.84,4.82,2.91,1235
44701,0.5,Good,F,VS1,61.5,61.0,5.01,5.07,3.1,1613
41673,0.33,Ideal,F,IF,60.8,55.0,4.49,4.53,2.74,1240
888,0.7,Premium,F,VS1,59.0,59.0,5.79,5.77,3.41,2874
13291,1.21,Premium,J,VS1,60.0,60.0,6.95,6.88,4.15,5489
15524,1.01,Very Good,E,VS2,63.0,60.0,6.32,6.35,3.99,6221
16189,1.1,Ideal,H,VS1,61.4,57.0,6.65,6.64,4.08,6470
3863,0.86,Ideal,E,SI2,60.0,56.0,6.22,6.24,3.74,3478
22637,2.0,Ideal,F,I1,60.3,56.0,8.27,8.16,4.94,10685
41751,0.52,Very Good,F,SI1,58.6,61.0,5.28,5.3,3.1,1244
17159,1.51,Premium,J,SI1,59.4,59.0,7.45,7.54,4.45,6851
42805,0.59,Ideal,J,VS2,60.8,57.0,5.47,5.42,3.31,1352
26244,1.51,Ideal,F,VS2,62.4,53.0,7.37,7.32,4.58,15688
48636,0.37,Ideal,I,VS2,61.5,56.0,4.6,4.63,2.84,537
18947,1.29,Ideal,F,SI1,61.4,61.0,7.0,6.97,4.29,7790
41066,0.52,Ideal,F,SI2,62.1,55.0,5.14,5.17,3.2,1191
48614,0.79,Premium,H,SI2,61.6,58.0,5.98,5.94,3.67,1998
24358,1.53,Very Good,F,SI1,61.9,56.0,7.45,7.32,4.57,12621
53233,0.77,Good,D,SI2,63.8,58.0,5.78,5.81,3.7,2642
45893,0.52,Premium,F,VS2,62.1,59.0,5.15,5.12,3.19,1720
3287,0.91,Good,F,SI1,64.0,57.0,6.17,6.08,3.92,3363
48607,0.57,Very Good,D,VS2,61.4,56.0,5.34,5.37,3.29,1998
11456,1.02,Premium,H,VS2,60.4,59.0,6.52,6.55,3.95,5008
39340,0.37,Ideal,G,VVS2,60.7,55.0,4.66,4.7,2.84,1073
18922,1.77,Ideal,J,SI2,62.0,56.0,7.78,7.74,4.81,7771
23868,2.02,Premium,F,SI2,61.0,59.0,8.2,8.13,4.98,11962
47643,0.23,Very Good,F,IF,59.5,58.0,4.0,4.03,2.39,530
48136,0.7,Very Good,F,SI2,59.9,59.0,5.75,5.81,3.46,1940
407,0.31,Very Good,F,SI1,61.8,58.0,4.32,4.35,2.68,555
30453,0.3,Good,F,VS1,63.7,56.0,4.28,4.26,2.72,731
27304,2.03,Premium,F,SI1,61.3,59.0,8.15,8.22,5.02,17803
8020,1.05,Ideal,H,SI2,61.2,57.0,6.54,6.59,4.02,4331
47653,0.23,Ideal,F,VVS1,62.7,57.0,3.9,3.92,2.45,530
28667,0.39,Ideal,E,SI1,60.6,57.0,4.75,4.79,2.89,677
52367,0.81,Very Good,H,SI2,62.1,56.0,5.95,5.99,3.71,2504
21108,1.52,Ideal,I,VS2,61.3,56.0,7.44,7.41,4.55,9278
49974,0.29,Very Good,G,VVS2,60.9,57.0,4.28,4.32,2.61,541
36885,0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,959
12373,0.4,Ideal,F,SI2,62.8,55.0,4.7,4.73,2.96,597
36652,0.35,Premium,J,VS1,62.4,58.0,5.67,5.64,3.53,949
46160,0.5,Ideal,E,VS2,61.6,55.0,5.14,5.09,3.15,1746
606,0.71,Ideal,F,VS1,61.5,57.0,5.74,5.71,3.52,2839
21848,1.5,Good,I,VVS2,63.3,58.0,7.24,7.27,4.59,9909
19908,1.65,Ideal,E,SI2,58.7,56.0,7.76,7.73,4.55,8455
21689,1.24,Ideal,G,VVS2,61.2,56.0,6.92,6.88,4.22,9788
15692,0.29,Ideal,G,VVS2,61.9,56.0,4.24,4.25,2.62,607
4490,0.9,Good,H,SI2,64.5,58.0,6.0,5.96,3.86,3627
37034,0.4,Very Good,D,VS1,63.3,57.0,4.66,4.72,2.97,967
6333,1.06,Premium,H,SI2,62.6,58.0,6.52,6.46,4.06,4031
42737,0.51,Good,G,VS2,63.9,56.0,5.07,5.1,3.25,1343
27461,2.02,Premium,E,SI2,61.0,59.0,8.18,8.12,4.97,18117
40272,0.23,Ideal,F,VS1,61.9,56.0,3.94,3.96,2.44,493
1278,0.71,Premium,D,VS2,62.1,60.0,5.72,5.68,3.54,2950
46744,0.72,Fair,I,SI1,64.8,54.0,5.69,5.67,3.68,1799
52452,0.59,Ideal,E,VVS2,61.0,58.0,5.39,5.43,3.3,2515
40690,0.38,Very Good,E,VVS2,59.7,63.0,4.71,4.73,2.82,1157
24683,2.0,Very Good,J,VS2,60.8,62.0,8.09,8.12,4.93,13043
14284,1.06,Premium,H,VS2,62.6,58.0,6.49,6.54,4.08,5783
39731,0.5,Premium,H,SI1,58.7,59.0,5.15,5.11,3.01,1091
34026,0.44,Premium,D,SI1,61.9,59.0,4.86,4.9,3.02,849
5333,0.82,Ideal,F,SI1,61.7,56.0,6.01,6.06,3.72,3810
26766,2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,16589
252,0.63,Premium,E,VVS2,62.1,57.0,5.48,5.41,3.38,2789
36244,0.41,Ideal,E,VS2,61.8,56.0,4.74,4.78,2.94,935
17025,1.02,Good,D,VS1,64.6,58.0,6.22,6.28,4.04,6797
10806,1.31,Good,G,SI2,63.8,56.0,7.03,6.89,4.44,4864
1191,0.72,Very Good,G,VVS2,62.2,57.0,5.67,5.72,3.54,2933
12763,1.21,Ideal,J,VS1,62.3,55.0,6.81,6.86,4.26,5324
52972,0.37,Ideal,H,SI1,62.1,56.0,4.6,4.61,2.86,552
31742,0.4,Premium,D,SI1,60.8,59.0,4.77,4.8,2.91,772
5750,1.01,Good,G,SI2,64.5,61.0,6.24,6.31,4.05,3895
39267,0.38,Ideal,G,VS1,60.8,56.0,4.71,4.66,2.85,1069
11019,1.0,Good,E,SI1,59.3,61.0,6.42,6.53,3.84,4916
25806,2.04,Very Good,H,SI2,60.8,58.0,8.14,8.23,4.98,14810
24654,1.01,Ideal,D,VVS2,61.6,57.0,6.44,6.48,3.98,12996
38481,0.42,Ideal,D,VS2,61.4,56.0,4.8,4.84,2.96,1031
15126,1.32,Very Good,J,VS2,62.1,57.0,7.01,7.04,4.36,6079
50342,0.58,Good,E,VVS1,61.9,63.0,5.27,5.33,3.28,2243
12877,1.01,Premium,E,SI1,58.2,59.0,6.59,6.54,3.82,5366
40602,0.23,Very Good,E,VVS2,63.0,58.0,3.92,3.95,2.48,498
17331,1.16,Ideal,H,VS2,62.1,57.0,6.7,6.73,4.17,6954
13610,1.02,Ideal,H,VS1,62.2,56.0,6.48,6.42,4.01,5569
24528,1.64,Premium,F,SI1,61.3,58.0,7.65,7.59,4.67,12821
50504,0.71,Good,I,VS2,64.3,63.0,5.63,5.56,3.6,2270
26963,2.4,Ideal,I,SI2,63.8,58.0,8.41,8.37,5.35,17039
12945,1.01,Very Good,D,SI1,60.8,57.0,6.58,6.54,3.99,5386
37670,0.42,Premium,E,SI1,62.7,59.0,4.79,4.78,3.0,992
1250,0.72,Ideal,H,VVS1,62.5,57.0,5.7,5.73,3.57,2946
39819,0.38,Ideal,E,VS1,62.1,57.0,4.65,4.62,2.88,1097
15074,1.03,Ideal,F,SI1,61.3,56.0,6.51,6.55,4.0,6059
21329,1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,9474
21714,0.33,Very Good,E,VS2,61.9,58.0,4.42,4.47,2.75,627
14475,1.0,Ideal,F,VS2,62.0,55.0,6.43,6.48,4.0,5844
9051,0.34,Premium,I,SI1,60.0,58.0,4.55,4.51,2.72,589
6660,1.0,Premium,G,SI2,62.7,59.0,6.3,6.36,3.97,4095
37221,0.31,Ideal,F,VVS1,61.1,56.0,4.37,4.4,2.68,975
53014,0.77,Ideal,I,VVS2,62.1,55.0,5.85,5.9,3.65,2598
40580,0.5,Ideal,G,SI1,62.1,57.0,5.05,5.09,3.15,1153
4281,1.0,Fair,I,SI1,64.8,59.0,6.23,6.14,4.01,3584
37083,0.41,Premium,E,SI1,61.0,59.0,4.82,4.78,2.93,969
22383,1.31,Very Good,D,VS2,59.5,61.0,7.16,7.19,4.27,10409
42645,0.4,Ideal,E,VVS1,61.7,57.0,4.7,4.74,2.91,1333
15504,1.2,Ideal,I,VS1,62.1,56.5,6.8,6.84,4.23,6210
22484,1.51,Good,F,SI1,64.2,57.0,7.09,7.2,4.59,10514
19557,1.5,Premium,E,SI2,58.0,60.0,7.52,7.47,4.35,8190
9610,1.02,Premium,G,SI1,61.0,59.0,6.44,6.48,3.94,4633
20051,0.31,Very Good,G,VS1,62.9,58.0,4.3,4.35,2.72,625
17476,1.13,Ideal,G,VS2,62.7,56.0,6.65,6.61,4.16,7016
30784,0.36,Very Good,E,VVS2,60.2,59.0,4.6,4.64,2.78,742
25591,1.2,Ideal,F,IF,61.6,57.0,6.84,6.79,4.2,14430
1257,0.7,Ideal,H,VVS1,61.2,57.0,5.69,5.72,3.49,2947
15577,1.0,Very Good,H,VVS2,62.6,56.0,6.36,6.39,3.99,6249
12436,1.04,Ideal,I,VS2,61.8,55.0,6.5,6.54,4.03,5242
5461,1.17,Fair,I,SI2,59.2,68.0,6.91,6.84,4.07,3833
29174,0.3,Ideal,F,VVS2,61.8,55.0,4.33,4.35,2.68,694
9290,1.0,Good,H,VS2,62.7,54.0,6.26,6.31,3.94,4569
51192,0.7,Very Good,E,SI1,62.9,57.0,5.6,5.66,3.54,2349
31818,0.3,Ideal,E,VS1,62.2,54.0,4.28,4.3,2.67,775
31484,0.34,Premium,G,VS2,61.1,60.0,4.53,4.51,2.76,765
46144,0.5,Ideal,G,VS1,62.0,55.0,5.11,5.05,3.15,1746
28324,0.33,Very Good,H,VVS2,62.4,60.0,4.39,4.42,2.75,666
40764,0.41,Very Good,H,VVS1,62.0,56.0,4.77,4.81,2.97,1166
16116,1.01,Premium,G,VS1,62.0,58.0,6.44,6.4,3.98,6441
14463,1.03,Ideal,E,SI1,60.3,55.0,6.62,6.57,3.98,5837
22268,1.23,Ideal,G,VVS2,62.7,56.0,6.81,6.84,4.28,10317
26701,0.32,Ideal,F,VS2,61.6,55.0,4.4,4.43,2.72,645
10364,0.9,Ideal,G,VS2,61.7,56.0,6.19,6.26,3.84,4773
4004,0.9,Very Good,I,VS2,63.3,58.0,6.07,6.13,3.86,3519
34200,0.33,Ideal,F,VS2,61.9,57.0,4.42,4.4,2.73,854
26292,1.52,Good,E,VS1,64.0,55.0,7.27,7.19,4.63,15792
10736,0.33,Ideal,I,VS2,62.4,56.0,4.43,4.39,2.75,594
42943,0.3,Premium,I,SI1,61.6,62.0,4.3,4.27,2.64,506
51121,0.71,Very Good,H,SI2,62.2,55.1,5.7,5.72,3.55,2339
41039,0.41,Ideal,E,VVS2,60.9,56.0,4.75,4.81,2.91,1187
23527,1.31,Ideal,G,VVS2,60.9,56.0,7.17,7.07,4.32,11531
21776,1.7,Very Good,I,SI1,61.8,58.0,7.55,7.66,4.7,9845
52818,0.71,Very Good,E,SI1,62.9,57.0,5.66,5.7,3.57,2573
9910,1.01,Premium,E,SI2,62.9,59.0,6.37,6.31,3.99,4688
36061,0.31,Premium,E,VVS1,61.5,58.0,4.35,4.37,2.68,924
5304,1.02,Fair,I,SI2,65.5,57.0,6.19,6.24,4.07,3802
42585,0.52,Very Good,E,SI1,63.0,54.0,5.11,5.15,3.23,1330
23702,0.4,Premium,J,VS1,59.7,59.0,4.79,4.83,2.87,631
17489,2.05,Good,G,I1,56.9,58.0,8.46,8.3,4.77,7026
2782,0.9,Ideal,J,VS2,62.5,57.0,6.16,6.26,3.88,3255
41589,0.32,Very Good,J,SI1,62.3,57.0,4.33,4.44,2.73,389
21351,1.73,Premium,F,SI2,61.5,60.0,7.75,7.66,4.74,9494
53061,0.75,Good,D,SI1,64.1,54.0,5.78,5.76,3.7,2608
31768,0.32,Premium,G,VS1,61.2,62.0,4.45,4.41,2.71,773
27542,1.93,Ideal,F,SI1,59.5,60.0,8.1,8.13,4.83,18306
24928,1.71,Premium,H,VS2,62.5,58.0,7.64,7.52,4.74,13376
49104,0.55,Ideal,G,VVS2,62.0,53.8,5.25,5.28,3.27,2064
29327,0.31,Ideal,H,VS1,61.7,57.0,4.34,4.32,2.67,698
45282,0.56,Ideal,G,VS2,59.6,57.0,5.37,5.39,3.21,1662
5757,1.04,Premium,G,SI2,60.6,59.0,6.6,6.56,3.99,3896
14707,0.3,Premium,G,VS1,61.8,60.0,4.29,4.32,2.66,605
12153,1.23,Ideal,I,SI2,62.1,56.0,6.84,6.88,4.26,5175
48297,0.75,Premium,J,SI1,61.7,56.0,5.92,5.81,3.62,1958
22105,1.07,Ideal,E,VVS2,62.3,56.0,6.51,6.61,4.09,10133
10128,1.06,Premium,F,SI2,62.5,58.0,6.54,6.41,4.05,4719
12743,1.19,Ideal,H,SI1,62.3,55.0,6.84,6.8,4.25,5318
42369,0.56,Premium,G,SI1,62.4,58.0,5.23,5.29,3.28,1304
20239,1.2,Premium,F,VS1,61.8,59.0,6.79,6.76,4.19,8669
22671,1.22,Very Good,F,VVS2,60.7,62.0,6.81,6.84,4.14,10719
41298,0.51,Premium,I,VVS2,59.4,60.0,5.26,5.21,3.11,1211
26086,2.08,Premium,I,SI2,61.2,58.0,8.24,8.16,5.02,15321
53323,0.78,Ideal,I,VS2,61.2,58.0,5.88,5.92,3.61,2652
27753,0.32,Ideal,I,VS1,62.3,57.0,4.42,4.37,2.74,648
125,0.7,Premium,F,VS2,61.6,60.0,5.65,5.59,3.46,2762
53132,0.72,Ideal,D,SI2,61.8,56.0,5.75,5.78,3.56,2618
15088,1.02,Ideal,H,VS2,61.8,55.0,6.48,6.51,4.01,6065
28502,0.29,Ideal,G,IF,60.6,57.0,4.28,4.31,2.6,673
3624,0.89,Ideal,E,SI2,62.4,56.0,6.04,6.08,3.78,3429
33412,0.32,Good,F,VS2,63.6,57.0,4.37,4.34,2.77,828
41232,0.43,Ideal,D,VS1,61.9,55.0,4.85,4.87,3.01,1207
47023,0.56,Ideal,E,VS2,61.9,56.0,5.27,5.32,3.28,1819
315,0.96,Ideal,F,I1,60.7,55.0,6.37,6.41,3.88,2801
45008,0.46,Ideal,D,VS1,61.6,57.0,4.95,4.98,3.06,1637
34701,0.43,Ideal,I,VVS2,62.6,57.0,4.79,4.82,3.01,874
42362,0.61,Ideal,F,SI2,62.3,57.0,5.38,5.44,3.37,1303
40023,0.51,Premium,D,SI2,60.2,58.0,5.24,5.2,3.14,1109
23598,1.52,Premium,H,VS1,61.4,58.0,7.44,7.3,4.55,11621
53121,0.74,Premium,E,SI2,62.6,58.0,5.77,5.73,3.6,2617
9782,0.98,Ideal,G,SI1,62.3,56.0,6.37,6.34,3.96,4665
22871,2.0,Fair,H,SI2,67.9,55.0,7.67,7.58,5.18,10913
36631,0.53,Ideal,I,SI2,61.8,54.0,5.22,5.24,3.23,947
8851,1.01,Fair,E,SI1,64.8,58.0,6.34,6.29,4.09,4480
27999,0.3,Premium,E,VS2,62.5,58.0,4.26,4.31,2.68,658
45184,0.51,Ideal,G,VS1,62.1,55.0,5.14,5.17,3.2,1656
10900,1.02,Premium,H,SI1,62.0,60.0,6.4,6.37,3.96,4884
53320,0.8,Very Good,F,SI2,61.5,56.0,5.93,5.98,3.66,2652
44443,0.52,Very Good,F,VS2,61.1,56.0,5.21,5.24,3.19,1591
24858,2.02,Premium,F,SI2,61.3,58.0,8.09,8.05,4.95,13267
36976,0.4,Very Good,D,VS1,63.2,60.0,4.65,4.69,2.95,963
48551,0.51,Premium,E,VS1,61.6,57.0,5.13,5.1,3.15,1989
11042,0.31,Ideal,H,VS2,61.6,55.0,4.34,4.38,2.69,595
26677,0.29,Very Good,G,VS1,62.1,59.0,4.22,4.25,2.63,426
48892,0.57,Ideal,F,VS1,61.3,56.0,5.35,5.36,3.28,2039
15638,1.01,Premium,F,VS2,60.4,59.0,6.52,6.46,3.92,6271
45493,0.52,Ideal,D,VS2,62.0,56.0,5.17,5.19,3.21,1679
40516,0.44,Ideal,I,VVS1,60.9,56.0,4.9,4.96,3.0,1145
23502,1.04,Ideal,D,VVS2,60.9,57.0,6.54,6.6,4.0,11511
32766,0.34,Ideal,D,SI1,61.2,57.0,4.51,4.48,2.75,803
53902,0.77,Very Good,E,SI2,59.9,61.0,5.98,6.01,3.59,2753
40398,0.38,Ideal,E,VS1,62.2,54.1,4.63,4.65,2.89,1133
7312,1.07,Premium,I,SI2,59.7,59.0,6.68,6.63,3.97,4206
12078,1.29,Ideal,D,I1,61.3,56.0,7.05,6.99,4.3,5158
12374,0.4,Ideal,F,SI2,62.1,53.0,4.76,4.78,2.96,597
53717,0.51,Ideal,E,VVS1,61.9,54.0,5.11,5.17,3.18,2720
2612,0.71,Ideal,D,VS2,61.4,57.0,5.73,5.77,3.53,3222
15417,1.49,Ideal,F,I1,62.6,54.0,7.31,7.28,4.57,6175
6281,1.01,Very Good,F,SI2,60.8,63.0,6.38,6.32,3.86,4017
11424,1.0,Good,G,VS2,64.1,58.0,6.22,6.32,4.02,5002
9203,0.91,Fair,E,VS2,61.8,66.0,6.11,6.09,3.77,4550
6221,1.01,Good,F,SI2,63.1,58.0,6.34,6.38,4.01,4004
16302,1.01,Good,E,VS2,58.0,60.0,6.64,6.68,3.86,6522
11150,1.07,Premium,E,SI2,59.7,58.0,6.66,6.68,3.98,4943
42082,0.53,Premium,G,SI1,61.3,58.0,5.22,5.19,3.19,1273
29586,0.32,Ideal,D,VS1,60.4,56.0,4.44,4.46,2.69,706
5627,0.71,Premium,D,VVS2,60.4,59.0,5.73,5.69,3.45,3877
18002,1.06,Premium,D,VS2,59.6,60.0,6.71,6.68,3.99,7280
13755,1.25,Premium,J,SI1,61.8,55.0,6.91,6.82,4.24,5607
13931,1.0,Good,H,VS1,60.2,63.0,6.43,6.47,3.88,5668
15160,1.14,Ideal,H,VS2,62.6,56.0,6.68,6.65,4.17,6095
53054,0.76,Ideal,F,SI1,60.1,57.0,5.95,5.99,3.59,2607
18995,1.01,Premium,E,VS1,62.0,59.0,6.38,6.42,3.97,7821
52321,0.71,Very Good,H,VS2,61.6,60.0,5.7,5.73,3.52,2495
27790,0.37,Very Good,G,VS2,60.7,57.0,4.64,4.69,2.83,649
44374,0.4,Premium,E,IF,61.3,58.0,4.77,4.73,2.91,1580
2934,1.02,Fair,I,SI2,66.2,57.0,6.34,6.26,4.17,3290
21395,1.24,Premium,F,VS2,62.4,60.0,6.83,6.8,4.25,9513
7173,0.65,Ideal,E,IF,62.3,56.0,5.52,5.56,3.45,4184
2818,1.0,Good,J,VVS2,63.7,57.0,6.34,6.31,4.03,3265
2541,0.75,Ideal,E,VS2,61.7,56.0,5.84,5.86,3.61,3206
9540,1.13,Premium,H,SI2,61.1,59.0,6.73,6.65,4.09,4619
37915,0.41,Ideal,F,VS1,61.9,57.0,4.73,4.77,2.94,1007
4601,0.96,Fair,H,VS2,68.8,56.0,6.11,5.98,4.16,3658
26154,1.53,Very Good,G,VVS2,62.5,57.0,7.33,7.38,4.6,15466
6676,0.9,Very Good,F,SI1,62.8,59.0,6.1,6.16,3.85,4099
4836,0.9,Very Good,I,VS2,58.7,60.0,6.28,6.35,3.71,3709
30635,0.3,Ideal,G,VVS1,60.9,56.8,4.34,4.38,2.65,735
3940,1.01,Ideal,H,SI2,61.6,56.0,6.48,6.44,3.98,3501
20852,1.24,Ideal,F,VS2,61.4,57.0,6.98,6.86,4.25,9073
7259,0.9,Ideal,F,SI2,61.5,56.0,6.24,6.18,3.82,4198
18488,1.01,Very Good,G,VVS2,63.0,61.0,6.34,6.36,4.0,7528
23120,1.68,Ideal,D,SI2,62.7,55.0,7.45,7.58,4.71,11147
21846,1.26,Ideal,G,VS1,61.9,55.0,6.96,6.91,4.29,9907
49659,0.71,Very Good,I,SI1,61.5,58.0,5.67,5.72,3.5,2141
36115,0.4,Very Good,F,SI1,59.6,61.0,4.79,4.84,2.87,927
14433,0.9,Ideal,F,VS2,60.8,57.0,6.22,6.24,3.79,5828
2651,1.05,Very Good,E,I1,62.2,61.0,6.48,6.51,4.04,3234
44362,0.56,Ideal,E,SI1,60.9,56.0,5.32,5.35,3.25,1580
43831,0.59,Very Good,I,VS2,61.2,57.0,5.4,5.42,3.31,1445
30027,0.32,Ideal,G,VS1,62.5,57.0,4.37,4.34,2.72,718
53811,0.52,Ideal,F,IF,61.7,57.0,5.13,5.17,3.18,2733
29888,0.3,Ideal,D,VS2,62.0,56.0,4.33,4.35,2.69,710
23638,1.54,Premium,H,VS2,61.9,59.0,7.31,7.33,4.53,11663
42543,0.53,Premium,F,SI1,61.4,58.0,5.19,5.17,3.18,1324
9116,1.11,Good,E,SI2,58.3,60.0,6.76,6.83,3.96,4532
49292,0.33,Ideal,H,VS2,60.6,56.0,4.51,4.54,2.74,539
42220,0.42,Ideal,G,IF,62.2,54.0,4.81,4.84,3.0,1289
50487,0.7,Premium,G,SI2,60.0,60.0,5.69,5.65,3.51,2268
23216,1.72,Ideal,I,VS2,62.8,57.0,7.69,7.63,4.81,11226
52270,0.76,Premium,F,SI2,62.7,55.0,5.83,5.74,3.63,2491
49685,0.56,Ideal,E,VS1,61.9,57.0,5.31,5.29,3.28,2145
810,0.71,Ideal,D,SI1,61.7,57.0,5.75,5.7,3.53,2863
29129,0.3,Very Good,H,IF,62.3,56.0,4.3,4.33,2.68,691
13503,1.01,Very Good,D,SI1,61.5,61.0,6.37,6.47,3.95,5542
38060,0.38,Ideal,D,VS2,61.8,56.0,4.65,4.67,2.88,1013
8205,1.01,Very Good,H,SI1,62.6,58.0,6.34,6.44,4.0,4369
10582,1.01,Very Good,H,VS2,62.6,61.0,6.35,6.4,3.99,4821
28005,0.3,Premium,E,VS2,60.0,60.0,4.36,4.4,2.63,658
52631,0.32,Ideal,G,VS1,61.3,55.0,4.43,4.45,2.72,551
36237,0.62,Premium,G,I1,58.9,60.0,5.65,5.54,3.29,933
977,0.81,Very Good,E,SI2,62.4,57.0,5.91,5.99,3.71,2894
7578,1.0,Very Good,F,SI2,59.9,61.0,6.42,6.46,3.86,4255
21502,1.7,Premium,E,SI2,59.8,59.0,7.76,7.66,4.61,9596
97,0.96,Fair,F,SI2,66.3,62.0,6.27,5.95,4.07,2759
14299,1.08,Ideal,H,VS1,61.9,57.0,6.58,6.64,4.09,5791
24253,1.28,Ideal,E,VS1,62.2,55.0,6.94,6.99,4.33,12465
8377,0.31,Very Good,G,VS1,58.2,61.0,4.42,4.45,2.58,583
34016,0.3,Premium,D,VS1,59.7,58.0,4.39,4.32,2.6,848
24851,1.51,Ideal,E,SI1,62.2,56.0,7.31,7.36,4.56,13254
36607,0.32,Very Good,G,SI1,62.8,56.0,4.34,4.36,2.73,477
17948,1.06,Ideal,G,VS2,62.3,56.0,6.49,6.54,4.06,7255
31941,0.3,Ideal,F,VS2,61.3,55.0,4.32,4.3,2.64,776
33693,0.33,Ideal,G,VVS1,61.8,55.0,4.47,4.5,2.77,838
49566,0.72,Ideal,H,SI2,61.5,56.0,5.8,5.75,3.55,2131
51160,0.72,Ideal,E,SI2,62.7,57.0,5.71,5.78,3.6,2345
6532,0.95,Ideal,E,SI2,62.2,56.0,6.26,6.35,3.92,4068
984,0.77,Very Good,G,VS2,61.3,60.0,5.81,5.91,3.59,2896
19899,1.24,Premium,G,VS1,62.0,55.0,6.95,6.89,4.29,8449
50966,0.71,Ideal,G,SI2,60.6,57.0,5.81,5.87,3.54,2325
31841,0.41,Ideal,J,VVS1,61.2,57.0,4.79,4.82,2.94,775
3296,0.71,Very Good,D,VS2,61.9,59.0,5.68,5.72,3.53,3366
32240,0.43,Ideal,I,VS1,62.2,53.0,4.86,4.91,3.04,789
39910,0.5,Ideal,E,SI2,61.8,58.0,5.08,5.11,3.15,1104
33338,0.41,Ideal,G,VS2,62.1,57.0,4.72,4.78,2.95,827
12144,1.2,Ideal,I,SI1,62.2,56.0,6.75,6.73,4.19,5174
44383,0.52,Ideal,H,VS1,62.5,58.0,5.14,5.17,3.22,1582
20281,1.5,Good,I,VS2,57.8,60.0,7.54,7.5,4.35,8702
6465,0.94,Fair,F,SI1,56.8,67.0,6.56,6.44,3.69,4053
44908,0.53,Premium,D,SI1,60.0,58.0,5.24,5.29,3.16,1631
8417,1.51,Premium,H,I1,60.9,56.0,7.38,7.26,4.46,4404
39113,0.41,Ideal,G,VS2,62.4,54.0,4.81,4.78,2.99,1061
26294,1.52,Ideal,F,VS2,62.9,53.0,7.36,7.31,4.61,15792
391,0.32,Premium,I,SI1,62.8,58.0,4.39,4.34,2.74,554
9000,0.91,Very Good,E,SI1,62.5,61.0,6.1,6.19,3.84,4512
33840,0.38,Ideal,E,SI1,61.1,55.0,4.69,4.73,2.88,844
4608,0.9,Premium,E,SI2,62.2,60.0,6.15,6.19,3.84,3662
732,0.31,Ideal,I,VVS1,62.3,54.0,4.37,4.4,2.73,557
12109,1.01,Premium,H,VS2,61.6,59.0,6.39,6.41,3.94,5166
53083,0.72,Very Good,D,SI2,62.3,59.0,5.67,5.73,3.55,2612
26950,2.01,Premium,G,SI2,59.9,62.0,8.15,8.04,4.85,17014
17820,1.25,Ideal,H,SI1,62.2,54.0,6.93,6.88,4.3,7182
36137,0.33,Ideal,E,VS2,60.8,57.0,4.47,4.45,2.71,928
27648,2.03,Ideal,F,SI2,61.6,55.0,8.19,8.14,5.03,18578
50890,0.7,Premium,G,VS2,61.7,58.0,5.68,5.73,3.52,2317
37610,0.24,Very Good,E,VVS1,61.7,61.0,3.95,3.99,2.45,485
10029,0.33,Ideal,F,SI2,61.4,55.0,4.46,4.5,2.75,416
32052,0.35,Ideal,D,SI1,61.5,56.0,4.54,4.57,2.8,780
8245,1.04,Ideal,G,SI2,60.7,57.0,6.51,6.61,3.98,4375
